Train Loss, Val Loss, Train Acc, Val Acc
0.6308159828186035,0.5009805560112,None,None
0.3788191080093384,0.3808945417404175,None,None
0.27425023913383484,0.3188721835613251,None,None
0.21366196870803833,0.31358155608177185,None,None
0.20189934968948364,0.3124997317790985,None,None
0.1671643704175949,0.24172133207321167,None,None
0.14502976834774017,0.22863133251667023,None,None
0.13123930990695953,0.21639923751354218,None,None
0.11211421340703964,0.20119553804397583,None,None
0.09335572272539139,0.19844000041484833,None,None
0.0849817767739296,0.21345581114292145,None,None
0.08566298335790634,0.1842796951532364,None,None
0.06742256134748459,0.17369335889816284,None,None
0.06302937865257263,0.17268513143062592,None,None
0.0653981938958168,0.16445448994636536,None,None
0.058164626359939575,0.15679271519184113,None,None
0.048552628606557846,0.16170400381088257,None,None
0.04129428789019585,0.1604817509651184,None,None
0.041846588253974915,0.15273834764957428,None,None
0.035046353936195374,0.1587838977575302,None,None
0.03849140554666519,0.153792142868042,None,None
0.032597124576568604,0.1536981761455536,None,None
0.031933825463056564,0.1418408900499344,None,None
0.03471033275127411,0.13945774734020233,None,None
0.030437521636486053,0.13484513759613037,None,None
0.026363598182797432,0.13988333940505981,None,None
0.026567844673991203,0.13958580791950226,None,None
0.02385246939957142,0.1448245346546173,None,None
0.02627488039433956,0.11650476604700089,None,None
0.022646727040410042,0.1472787708044052,None,None
0.02003282867372036,0.13376107811927795,None,None
0.019687145948410034,0.14133910834789276,None,None
0.020280512049794197,0.1313650906085968,None,None
0.01714673452079296,0.12217970937490463,None,None
0.019632408395409584,0.1298190951347351,None,None
0.015799107030034065,0.1194201409816742,None,None
0.014000807888805866,0.14164839684963226,None,None
0.016968607902526855,0.1415461301803589,None,None
0.01375784445554018,0.10978540033102036,None,None
0.015982525423169136,0.1091884970664978,None,None
0.014174510724842548,0.11379215121269226,None,None
0.01039996836334467,0.115853451192379,None,None
0.012458124198019505,0.12697236239910126,None,None
0.012220903299748898,0.12910711765289307,None,None
0.011698338203132153,0.10358770936727524,None,None
0.012222281657159328,0.12202327698469162,None,None
0.012201146222651005,0.11719834059476852,None,None
0.007978261448442936,0.1094062328338623,None,None
0.010109533555805683,0.11846975237131119,None,None
0.009031367488205433,0.11392933130264282,None,None
